time,temperature,current,status,formatted
21:49:18,38.47,0.7,NORMAL,21:49:18 | Temp: 38.47 | Current: 0.70 | Status: NORMAL
22:06:30,28.93,3.05,HIGH,22:06:30 | Temp: 28.93 | Current: 3.05 | Status: HIGH
22:06:32,29.2,1.07,LOW,22:06:32 | Temp: 29.20 | Current: 1.07 | Status: LOW
22:06:34,34.51,0.63,NORMAL,22:06:34 | Temp: 34.51 | Current: 0.63 | Status: NORMAL
22:06:36,25.73,0.53,NORMAL,22:06:36 | Temp: 25.73 | Current: 0.53 | Status: NORMAL
22:06:38,28.88,0.82,NORMAL,22:06:38 | Temp: 28.88 | Current: 0.82 | Status: NORMAL
22:06:40,32.06,1.04,LOW,22:06:40 | Temp: 32.06 | Current: 1.04 | Status: LOW
22:06:42,24.93,0.52,NORMAL,22:06:42 | Temp: 24.93 | Current: 0.52 | Status: NORMAL
22:06:44,36.33,0.59,NORMAL,22:06:44 | Temp: 36.33 | Current: 0.59 | Status: NORMAL
22:06:46,28.4,0.85,NORMAL,22:06:46 | Temp: 28.40 | Current: 0.85 | Status: NORMAL
22:06:48,35.13,1.07,LOW,22:06:48 | Temp: 35.13 | Current: 1.07 | Status: LOW
22:06:50,31.67,1.22,LOW,22:06:50 | Temp: 31.67 | Current: 1.22 | Status: LOW
22:06:52,27.71,0.83,NORMAL,22:06:52 | Temp: 27.71 | Current: 0.83 | Status: NORMAL
22:06:54,25.36,1.44,LOW,22:06:54 | Temp: 25.36 | Current: 1.44 | Status: LOW
22:06:56,36.73,0.58,NORMAL,22:06:56 | Temp: 36.73 | Current: 0.58 | Status: NORMAL
22:06:58,29.09,0.57,NORMAL,22:06:58 | Temp: 29.09 | Current: 0.57 | Status: NORMAL
22:07:00,36.83,0.75,NORMAL,22:07:00 | Temp: 36.83 | Current: 0.75 | Status: NORMAL
22:07:02,31.52,2.72,HIGH,22:07:02 | Temp: 31.52 | Current: 2.72 | Status: HIGH
22:07:04,34.42,0.7,NORMAL,22:07:04 | Temp: 34.42 | Current: 0.70 | Status: NORMAL
22:07:06,24.65,0.5,NORMAL,22:07:06 | Temp: 24.65 | Current: 0.50 | Status: NORMAL
22:07:08,34.51,3.41,HIGH,22:07:08 | Temp: 34.51 | Current: 3.41 | Status: HIGH
22:07:10,35.48,1.22,LOW,22:07:10 | Temp: 35.48 | Current: 1.22 | Status: LOW
22:07:12,36.48,0.42,NORMAL,22:07:12 | Temp: 36.48 | Current: 0.42 | Status: NORMAL
22:07:14,27.96,0.46,NORMAL,22:07:14 | Temp: 27.96 | Current: 0.46 | Status: NORMAL
22:07:16,29.28,2.76,HIGH,22:07:16 | Temp: 29.28 | Current: 2.76 | Status: HIGH
22:07:18,32.85,0.44,NORMAL,22:07:18 | Temp: 32.85 | Current: 0.44 | Status: NORMAL
22:07:20,27.34,0.87,NORMAL,22:07:20 | Temp: 27.34 | Current: 0.87 | Status: NORMAL
22:07:22,34.23,0.46,NORMAL,22:07:22 | Temp: 34.23 | Current: 0.46 | Status: NORMAL
22:07:24,30.27,0.27,NORMAL,22:07:24 | Temp: 30.27 | Current: 0.27 | Status: NORMAL
22:07:26,31.07,1.15,LOW,22:07:26 | Temp: 31.07 | Current: 1.15 | Status: LOW
22:07:28,34.61,1.79,LOW,22:07:28 | Temp: 34.61 | Current: 1.79 | Status: LOW
22:07:30,28.03,0.4,NORMAL,22:07:30 | Temp: 28.03 | Current: 0.40 | Status: NORMAL
22:07:32,38.28,0.02,NORMAL,22:07:32 | Temp: 38.28 | Current: 0.02 | Status: NORMAL
22:07:34,32.43,0.11,NORMAL,22:07:34 | Temp: 32.43 | Current: 0.11 | Status: NORMAL
22:07:36,35.45,3.23,HIGH,22:07:36 | Temp: 35.45 | Current: 3.23 | Status: HIGH
22:07:38,36.61,0.81,NORMAL,22:07:38 | Temp: 36.61 | Current: 0.81 | Status: NORMAL
22:07:40,28.95,1.36,LOW,22:07:40 | Temp: 28.95 | Current: 1.36 | Status: LOW
22:07:42,26.43,1.89,LOW,22:07:42 | Temp: 26.43 | Current: 1.89 | Status: LOW
22:07:44,32.18,0.59,NORMAL,22:07:44 | Temp: 32.18 | Current: 0.59 | Status: NORMAL
22:07:46,38.42,2.03,HIGH,22:07:46 | Temp: 38.42 | Current: 2.03 | Status: HIGH
22:07:48,30.78,0.89,NORMAL,22:07:48 | Temp: 30.78 | Current: 0.89 | Status: NORMAL
22:07:50,34.5,0.87,NORMAL,22:07:50 | Temp: 34.50 | Current: 0.87 | Status: NORMAL
22:07:52,33.02,0.24,NORMAL,22:07:52 | Temp: 33.02 | Current: 0.24 | Status: NORMAL
22:07:54,29.06,0.66,NORMAL,22:07:54 | Temp: 29.06 | Current: 0.66 | Status: NORMAL
22:07:56,26.0,0.09,NORMAL,22:07:56 | Temp: 26.00 | Current: 0.09 | Status: NORMAL
22:07:58,26.73,0.4,NORMAL,22:07:58 | Temp: 26.73 | Current: 0.40 | Status: NORMAL
22:08:00,26.46,0.51,NORMAL,22:08:00 | Temp: 26.46 | Current: 0.51 | Status: NORMAL
22:08:02,30.46,2.88,HIGH,22:08:02 | Temp: 30.46 | Current: 2.88 | Status: HIGH
22:08:04,31.08,1.6,LOW,22:08:04 | Temp: 31.08 | Current: 1.60 | Status: LOW
22:08:06,28.88,0.62,NORMAL,22:08:06 | Temp: 28.88 | Current: 0.62 | Status: NORMAL
22:08:08,27.17,1.75,LOW,22:08:08 | Temp: 27.17 | Current: 1.75 | Status: LOW
22:08:10,35.56,1.08,LOW,22:08:10 | Temp: 35.56 | Current: 1.08 | Status: LOW
22:08:12,28.97,0.53,NORMAL,22:08:12 | Temp: 28.97 | Current: 0.53 | Status: NORMAL
22:08:14,26.64,1.08,LOW,22:08:14 | Temp: 26.64 | Current: 1.08 | Status: LOW
22:08:16,34.88,0.04,NORMAL,22:08:16 | Temp: 34.88 | Current: 0.04 | Status: NORMAL
22:08:18,32.18,2.62,HIGH,22:08:18 | Temp: 32.18 | Current: 2.62 | Status: HIGH
22:08:20,26.93,0.39,NORMAL,22:08:20 | Temp: 26.93 | Current: 0.39 | Status: NORMAL
22:08:22,32.48,3.16,HIGH,22:08:22 | Temp: 32.48 | Current: 3.16 | Status: HIGH
22:08:24,29.73,1.79,LOW,22:08:24 | Temp: 29.73 | Current: 1.79 | Status: LOW
22:08:26,38.15,0.04,NORMAL,22:08:26 | Temp: 38.15 | Current: 0.04 | Status: NORMAL
22:08:28,32.69,0.39,NORMAL,22:08:28 | Temp: 32.69 | Current: 0.39 | Status: NORMAL
22:08:30,25.34,1.31,LOW,22:08:30 | Temp: 25.34 | Current: 1.31 | Status: LOW
22:08:32,29.84,0.88,NORMAL,22:08:32 | Temp: 29.84 | Current: 0.88 | Status: NORMAL
22:08:34,35.94,0.36,NORMAL,22:08:34 | Temp: 35.94 | Current: 0.36 | Status: NORMAL
22:08:36,30.04,0.78,NORMAL,22:08:36 | Temp: 30.04 | Current: 0.78 | Status: NORMAL
22:08:38,36.43,2.32,HIGH,22:08:38 | Temp: 36.43 | Current: 2.32 | Status: HIGH
22:08:40,31.52,0.61,NORMAL,22:08:40 | Temp: 31.52 | Current: 0.61 | Status: NORMAL
22:08:42,30.0,3.13,HIGH,22:08:42 | Temp: 30.00 | Current: 3.13 | Status: HIGH
22:08:44,29.86,1.65,LOW,22:08:44 | Temp: 29.86 | Current: 1.65 | Status: LOW
22:08:46,26.48,0.05,NORMAL,22:08:46 | Temp: 26.48 | Current: 0.05 | Status: NORMAL
22:08:48,37.53,0.75,NORMAL,22:08:48 | Temp: 37.53 | Current: 0.75 | Status: NORMAL
22:08:50,24.59,1.54,LOW,22:08:50 | Temp: 24.59 | Current: 1.54 | Status: LOW
22:08:52,31.17,0.33,NORMAL,22:08:52 | Temp: 31.17 | Current: 0.33 | Status: NORMAL
22:08:54,25.26,1.46,LOW,22:08:54 | Temp: 25.26 | Current: 1.46 | Status: LOW
22:08:56,37.9,1.05,LOW,22:08:56 | Temp: 37.90 | Current: 1.05 | Status: LOW
22:08:58,33.77,0.49,NORMAL,22:08:58 | Temp: 33.77 | Current: 0.49 | Status: NORMAL
22:09:00,24.92,2.69,HIGH,22:09:00 | Temp: 24.92 | Current: 2.69 | Status: HIGH
22:09:02,37.26,0.9,NORMAL,22:09:02 | Temp: 37.26 | Current: 0.90 | Status: NORMAL
22:09:04,29.84,2.73,HIGH,22:09:04 | Temp: 29.84 | Current: 2.73 | Status: HIGH
22:09:06,37.49,0.09,NORMAL,22:09:06 | Temp: 37.49 | Current: 0.09 | Status: NORMAL
22:09:08,37.47,0.23,NORMAL,22:09:08 | Temp: 37.47 | Current: 0.23 | Status: NORMAL
22:09:10,30.42,0.67,NORMAL,22:09:10 | Temp: 30.42 | Current: 0.67 | Status: NORMAL
22:09:12,25.62,0.64,NORMAL,22:09:12 | Temp: 25.62 | Current: 0.64 | Status: NORMAL
22:09:14,26.28,0.58,NORMAL,22:09:14 | Temp: 26.28 | Current: 0.58 | Status: NORMAL
22:09:16,30.61,0.83,NORMAL,22:09:16 | Temp: 30.61 | Current: 0.83 | Status: NORMAL
22:09:18,27.66,3.45,HIGH,22:09:18 | Temp: 27.66 | Current: 3.45 | Status: HIGH
22:09:20,27.37,0.7,NORMAL,22:09:20 | Temp: 27.37 | Current: 0.70 | Status: NORMAL
22:09:22,26.24,2.99,HIGH,22:09:22 | Temp: 26.24 | Current: 2.99 | Status: HIGH
22:09:24,35.74,0.63,NORMAL,22:09:24 | Temp: 35.74 | Current: 0.63 | Status: NORMAL
22:09:26,32.75,1.17,LOW,22:09:26 | Temp: 32.75 | Current: 1.17 | Status: LOW
22:09:28,27.04,2.93,HIGH,22:09:28 | Temp: 27.04 | Current: 2.93 | Status: HIGH
22:09:30,24.52,0.84,NORMAL,22:09:30 | Temp: 24.52 | Current: 0.84 | Status: NORMAL
22:09:32,33.09,0.6,NORMAL,22:09:32 | Temp: 33.09 | Current: 0.60 | Status: NORMAL
22:09:34,35.6,1.09,LOW,22:09:34 | Temp: 35.60 | Current: 1.09 | Status: LOW
22:09:36,32.78,2.31,HIGH,22:09:36 | Temp: 32.78 | Current: 2.31 | Status: HIGH
22:09:38,27.92,0.85,NORMAL,22:09:38 | Temp: 27.92 | Current: 0.85 | Status: NORMAL
22:09:40,29.89,0.13,NORMAL,22:09:40 | Temp: 29.89 | Current: 0.13 | Status: NORMAL
22:09:42,32.47,2.02,HIGH,22:09:42 | Temp: 32.47 | Current: 2.02 | Status: HIGH
22:09:44,36.88,1.04,LOW,22:09:44 | Temp: 36.88 | Current: 1.04 | Status: LOW
22:09:46,32.19,0.82,NORMAL,22:09:46 | Temp: 32.19 | Current: 0.82 | Status: NORMAL
22:09:48,27.83,0.61,NORMAL,22:09:48 | Temp: 27.83 | Current: 0.61 | Status: NORMAL
22:09:50,31.72,0.1,NORMAL,22:09:50 | Temp: 31.72 | Current: 0.10 | Status: NORMAL
22:09:52,33.6,0.36,NORMAL,22:09:52 | Temp: 33.60 | Current: 0.36 | Status: NORMAL
22:09:54,28.72,0.51,NORMAL,22:09:54 | Temp: 28.72 | Current: 0.51 | Status: NORMAL
22:09:56,26.48,1.85,LOW,22:09:56 | Temp: 26.48 | Current: 1.85 | Status: LOW
22:09:58,37.44,0.5,NORMAL,22:09:58 | Temp: 37.44 | Current: 0.50 | Status: NORMAL
22:10:00,36.91,0.21,NORMAL,22:10:00 | Temp: 36.91 | Current: 0.21 | Status: NORMAL
22:10:02,30.59,0.16,NORMAL,22:10:02 | Temp: 30.59 | Current: 0.16 | Status: NORMAL
22:10:04,25.08,0.54,NORMAL,22:10:04 | Temp: 25.08 | Current: 0.54 | Status: NORMAL
22:10:06,34.57,0.01,NORMAL,22:10:06 | Temp: 34.57 | Current: 0.01 | Status: NORMAL
22:10:08,29.3,0.71,NORMAL,22:10:08 | Temp: 29.30 | Current: 0.71 | Status: NORMAL
22:10:10,37.34,0.7,NORMAL,22:10:10 | Temp: 37.34 | Current: 0.70 | Status: NORMAL
22:10:12,26.81,3.11,HIGH,22:10:12 | Temp: 26.81 | Current: 3.11 | Status: HIGH
22:10:14,36.13,1.62,LOW,22:10:14 | Temp: 36.13 | Current: 1.62 | Status: LOW
22:10:16,36.83,0.17,NORMAL,22:10:16 | Temp: 36.83 | Current: 0.17 | Status: NORMAL
22:10:18,33.2,0.18,NORMAL,22:10:18 | Temp: 33.20 | Current: 0.18 | Status: NORMAL
22:10:20,33.13,0.46,NORMAL,22:10:20 | Temp: 33.13 | Current: 0.46 | Status: NORMAL
22:10:22,32.44,0.08,NORMAL,22:10:22 | Temp: 32.44 | Current: 0.08 | Status: NORMAL
22:10:24,37.67,0.4,NORMAL,22:10:24 | Temp: 37.67 | Current: 0.40 | Status: NORMAL
22:10:26,32.75,0.44,NORMAL,22:10:26 | Temp: 32.75 | Current: 0.44 | Status: NORMAL
22:10:28,31.01,2.43,HIGH,22:10:28 | Temp: 31.01 | Current: 2.43 | Status: HIGH
22:10:30,37.71,0.24,NORMAL,22:10:30 | Temp: 37.71 | Current: 0.24 | Status: NORMAL
22:10:32,24.78,2.89,HIGH,22:10:32 | Temp: 24.78 | Current: 2.89 | Status: HIGH
22:10:34,25.86,1.23,LOW,22:10:34 | Temp: 25.86 | Current: 1.23 | Status: LOW
22:10:36,28.31,0.14,NORMAL,22:10:36 | Temp: 28.31 | Current: 0.14 | Status: NORMAL
22:10:38,36.22,2.44,HIGH,22:10:38 | Temp: 36.22 | Current: 2.44 | Status: HIGH
22:10:40,31.07,0.33,NORMAL,22:10:40 | Temp: 31.07 | Current: 0.33 | Status: NORMAL
22:10:42,29.04,3.07,HIGH,22:10:42 | Temp: 29.04 | Current: 3.07 | Status: HIGH
22:10:44,29.77,1.11,LOW,22:10:44 | Temp: 29.77 | Current: 1.11 | Status: LOW
22:10:46,36.17,1.4,LOW,22:10:46 | Temp: 36.17 | Current: 1.40 | Status: LOW
22:10:48,33.61,1.12,LOW,22:10:48 | Temp: 33.61 | Current: 1.12 | Status: LOW
22:10:50,37.94,1.1,LOW,22:10:50 | Temp: 37.94 | Current: 1.10 | Status: LOW
22:10:52,29.23,2.3,HIGH,22:10:52 | Temp: 29.23 | Current: 2.30 | Status: HIGH
22:10:54,36.04,0.72,NORMAL,22:10:54 | Temp: 36.04 | Current: 0.72 | Status: NORMAL
22:10:56,27.56,1.19,LOW,22:10:56 | Temp: 27.56 | Current: 1.19 | Status: LOW
22:10:58,31.69,0.31,NORMAL,22:10:58 | Temp: 31.69 | Current: 0.31 | Status: NORMAL
22:11:00,29.91,0.52,NORMAL,22:11:00 | Temp: 29.91 | Current: 0.52 | Status: NORMAL
22:11:02,32.2,3.38,HIGH,22:11:02 | Temp: 32.20 | Current: 3.38 | Status: HIGH
22:11:04,28.75,1.15,LOW,22:11:04 | Temp: 28.75 | Current: 1.15 | Status: LOW
22:11:06,32.48,0.44,NORMAL,22:11:06 | Temp: 32.48 | Current: 0.44 | Status: NORMAL
22:11:08,24.63,0.63,NORMAL,22:11:08 | Temp: 24.63 | Current: 0.63 | Status: NORMAL
22:11:10,34.17,0.68,NORMAL,22:11:10 | Temp: 34.17 | Current: 0.68 | Status: NORMAL
22:11:12,38.36,1.19,LOW,22:11:12 | Temp: 38.36 | Current: 1.19 | Status: LOW
22:11:14,35.48,0.81,NORMAL,22:11:14 | Temp: 35.48 | Current: 0.81 | Status: NORMAL
22:11:16,30.33,0.38,NORMAL,22:11:16 | Temp: 30.33 | Current: 0.38 | Status: NORMAL
22:11:18,30.98,0.18,NORMAL,22:11:18 | Temp: 30.98 | Current: 0.18 | Status: NORMAL
22:11:20,33.29,0.09,NORMAL,22:11:20 | Temp: 33.29 | Current: 0.09 | Status: NORMAL
22:11:22,30.54,0.34,NORMAL,22:11:22 | Temp: 30.54 | Current: 0.34 | Status: NORMAL
22:11:24,35.41,1.88,LOW,22:11:24 | Temp: 35.41 | Current: 1.88 | Status: LOW
22:11:26,38.19,1.22,LOW,22:11:26 | Temp: 38.19 | Current: 1.22 | Status: LOW
22:11:28,31.02,0.66,NORMAL,22:11:28 | Temp: 31.02 | Current: 0.66 | Status: NORMAL
22:11:30,29.75,0.1,NORMAL,22:11:30 | Temp: 29.75 | Current: 0.10 | Status: NORMAL
22:11:32,29.7,2.4,HIGH,22:11:32 | Temp: 29.70 | Current: 2.40 | Status: HIGH
22:11:34,25.62,0.58,NORMAL,22:11:34 | Temp: 25.62 | Current: 0.58 | Status: NORMAL
22:11:36,36.16,1.68,LOW,22:11:36 | Temp: 36.16 | Current: 1.68 | Status: LOW
22:11:38,30.33,1.34,LOW,22:11:38 | Temp: 30.33 | Current: 1.34 | Status: LOW
22:11:40,31.56,0.41,NORMAL,22:11:40 | Temp: 31.56 | Current: 0.41 | Status: NORMAL
22:11:42,27.73,2.26,HIGH,22:11:42 | Temp: 27.73 | Current: 2.26 | Status: HIGH
22:11:44,24.9,0.7,NORMAL,22:11:44 | Temp: 24.90 | Current: 0.70 | Status: NORMAL
22:11:46,27.61,0.44,NORMAL,22:11:46 | Temp: 27.61 | Current: 0.44 | Status: NORMAL
22:11:48,31.81,0.12,NORMAL,22:11:48 | Temp: 31.81 | Current: 0.12 | Status: NORMAL
22:11:50,28.27,0.36,NORMAL,22:11:50 | Temp: 28.27 | Current: 0.36 | Status: NORMAL
22:11:52,33.91,1.42,LOW,22:11:52 | Temp: 33.91 | Current: 1.42 | Status: LOW
22:11:54,26.47,1.06,LOW,22:11:54 | Temp: 26.47 | Current: 1.06 | Status: LOW
22:11:56,31.68,1.78,LOW,22:11:56 | Temp: 31.68 | Current: 1.78 | Status: LOW
22:11:58,25.87,2.25,HIGH,22:11:58 | Temp: 25.87 | Current: 2.25 | Status: HIGH
22:12:00,28.48,3.15,HIGH,22:12:00 | Temp: 28.48 | Current: 3.15 | Status: HIGH
22:12:02,31.35,1.33,LOW,22:12:02 | Temp: 31.35 | Current: 1.33 | Status: LOW
22:12:04,28.16,0.25,NORMAL,22:12:04 | Temp: 28.16 | Current: 0.25 | Status: NORMAL
22:12:06,34.53,0.42,NORMAL,22:12:06 | Temp: 34.53 | Current: 0.42 | Status: NORMAL
22:12:08,25.05,2.27,HIGH,22:12:08 | Temp: 25.05 | Current: 2.27 | Status: HIGH
22:12:10,28.99,0.32,NORMAL,22:12:10 | Temp: 28.99 | Current: 0.32 | Status: NORMAL
22:12:12,29.73,1.53,LOW,22:12:12 | Temp: 29.73 | Current: 1.53 | Status: LOW
22:12:14,27.07,1.27,LOW,22:12:14 | Temp: 27.07 | Current: 1.27 | Status: LOW
22:12:16,27.95,0.26,NORMAL,22:12:16 | Temp: 27.95 | Current: 0.26 | Status: NORMAL
22:12:18,36.13,2.02,HIGH,22:12:18 | Temp: 36.13 | Current: 2.02 | Status: HIGH
22:12:20,28.17,0.53,NORMAL,22:12:20 | Temp: 28.17 | Current: 0.53 | Status: NORMAL
22:12:22,26.51,0.25,NORMAL,22:12:22 | Temp: 26.51 | Current: 0.25 | Status: NORMAL
22:12:24,38.48,0.82,NORMAL,22:12:24 | Temp: 38.48 | Current: 0.82 | Status: NORMAL
22:12:26,26.58,0.29,NORMAL,22:12:26 | Temp: 26.58 | Current: 0.29 | Status: NORMAL
22:12:28,37.78,0.56,NORMAL,22:12:28 | Temp: 37.78 | Current: 0.56 | Status: NORMAL
22:12:30,38.42,1.87,LOW,22:12:30 | Temp: 38.42 | Current: 1.87 | Status: LOW
22:12:32,36.9,2.47,HIGH,22:12:32 | Temp: 36.90 | Current: 2.47 | Status: HIGH
22:12:34,30.91,0.7,NORMAL,22:12:34 | Temp: 30.91 | Current: 0.70 | Status: NORMAL
22:12:36,28.58,0.32,NORMAL,22:12:36 | Temp: 28.58 | Current: 0.32 | Status: NORMAL
22:12:38,28.17,0.08,NORMAL,22:12:38 | Temp: 28.17 | Current: 0.08 | Status: NORMAL
22:12:40,30.32,0.11,NORMAL,22:12:40 | Temp: 30.32 | Current: 0.11 | Status: NORMAL
22:12:42,29.38,1.37,LOW,22:12:42 | Temp: 29.38 | Current: 1.37 | Status: LOW
22:12:44,32.63,0.62,NORMAL,22:12:44 | Temp: 32.63 | Current: 0.62 | Status: NORMAL
22:12:46,35.86,1.75,LOW,22:12:46 | Temp: 35.86 | Current: 1.75 | Status: LOW
22:12:48,34.58,1.63,LOW,22:12:48 | Temp: 34.58 | Current: 1.63 | Status: LOW
22:12:50,28.06,0.16,NORMAL,22:12:50 | Temp: 28.06 | Current: 0.16 | Status: NORMAL
22:12:52,31.05,0.65,NORMAL,22:12:52 | Temp: 31.05 | Current: 0.65 | Status: NORMAL
22:12:54,33.03,1.5,LOW,22:12:54 | Temp: 33.03 | Current: 1.50 | Status: LOW
22:12:56,25.32,0.25,NORMAL,22:12:56 | Temp: 25.32 | Current: 0.25 | Status: NORMAL
22:12:58,32.72,0.53,NORMAL,22:12:58 | Temp: 32.72 | Current: 0.53 | Status: NORMAL
22:13:00,29.37,2.2,HIGH,22:13:00 | Temp: 29.37 | Current: 2.20 | Status: HIGH
22:13:02,32.12,3.21,HIGH,22:13:02 | Temp: 32.12 | Current: 3.21 | Status: HIGH
22:13:04,26.16,0.35,NORMAL,22:13:04 | Temp: 26.16 | Current: 0.35 | Status: NORMAL
22:13:06,34.68,0.5,NORMAL,22:13:06 | Temp: 34.68 | Current: 0.50 | Status: NORMAL
22:13:08,34.35,0.09,NORMAL,22:13:08 | Temp: 34.35 | Current: 0.09 | Status: NORMAL
22:13:10,28.81,0.82,NORMAL,22:13:10 | Temp: 28.81 | Current: 0.82 | Status: NORMAL
22:13:12,36.37,0.62,NORMAL,22:13:12 | Temp: 36.37 | Current: 0.62 | Status: NORMAL
22:13:14,27.97,2.85,HIGH,22:13:14 | Temp: 27.97 | Current: 2.85 | Status: HIGH
22:13:16,37.78,0.75,NORMAL,22:13:16 | Temp: 37.78 | Current: 0.75 | Status: NORMAL
22:13:18,37.11,0.28,NORMAL,22:13:18 | Temp: 37.11 | Current: 0.28 | Status: NORMAL
22:13:20,32.58,2.93,HIGH,22:13:20 | Temp: 32.58 | Current: 2.93 | Status: HIGH
22:13:22,34.12,0.54,NORMAL,22:13:22 | Temp: 34.12 | Current: 0.54 | Status: NORMAL
22:13:24,35.83,0.39,NORMAL,22:13:24 | Temp: 35.83 | Current: 0.39 | Status: NORMAL
22:13:26,25.15,1.51,LOW,22:13:26 | Temp: 25.15 | Current: 1.51 | Status: LOW
22:13:28,36.37,0.82,NORMAL,22:13:28 | Temp: 36.37 | Current: 0.82 | Status: NORMAL
22:13:30,31.49,1.43,LOW,22:13:30 | Temp: 31.49 | Current: 1.43 | Status: LOW
22:13:32,36.88,0.24,NORMAL,22:13:32 | Temp: 36.88 | Current: 0.24 | Status: NORMAL
22:13:34,33.72,0.27,NORMAL,22:13:34 | Temp: 33.72 | Current: 0.27 | Status: NORMAL
22:13:36,29.64,1.6,LOW,22:13:36 | Temp: 29.64 | Current: 1.60 | Status: LOW
22:13:38,25.95,0.8,NORMAL,22:13:38 | Temp: 25.95 | Current: 0.80 | Status: NORMAL
22:13:40,26.14,0.72,NORMAL,22:13:40 | Temp: 26.14 | Current: 0.72 | Status: NORMAL
22:13:42,31.3,1.9,LOW,22:13:42 | Temp: 31.30 | Current: 1.90 | Status: LOW
22:13:44,25.1,2.35,HIGH,22:13:44 | Temp: 25.10 | Current: 2.35 | Status: HIGH
22:13:46,33.17,1.49,LOW,22:13:46 | Temp: 33.17 | Current: 1.49 | Status: LOW
22:13:48,35.42,1.25,LOW,22:13:48 | Temp: 35.42 | Current: 1.25 | Status: LOW
22:13:50,28.69,1.89,LOW,22:13:50 | Temp: 28.69 | Current: 1.89 | Status: LOW
22:13:52,29.11,1.33,LOW,22:13:52 | Temp: 29.11 | Current: 1.33 | Status: LOW
22:13:54,37.38,0.01,NORMAL,22:13:54 | Temp: 37.38 | Current: 0.01 | Status: NORMAL
22:13:56,35.83,1.81,LOW,22:13:56 | Temp: 35.83 | Current: 1.81 | Status: LOW
22:13:58,29.42,0.14,NORMAL,22:13:58 | Temp: 29.42 | Current: 0.14 | Status: NORMAL
22:14:00,27.35,0.88,NORMAL,22:14:00 | Temp: 27.35 | Current: 0.88 | Status: NORMAL
22:14:02,30.14,3.26,HIGH,22:14:02 | Temp: 30.14 | Current: 3.26 | Status: HIGH
22:14:04,26.57,0.1,NORMAL,22:14:04 | Temp: 26.57 | Current: 0.10 | Status: NORMAL
22:14:06,29.18,0.56,NORMAL,22:14:06 | Temp: 29.18 | Current: 0.56 | Status: NORMAL
22:14:08,32.95,0.63,NORMAL,22:14:08 | Temp: 32.95 | Current: 0.63 | Status: NORMAL
22:14:10,25.3,0.21,NORMAL,22:14:10 | Temp: 25.30 | Current: 0.21 | Status: NORMAL
22:14:12,34.75,0.86,NORMAL,22:14:12 | Temp: 34.75 | Current: 0.86 | Status: NORMAL
22:14:14,34.01,1.9,LOW,22:14:14 | Temp: 34.01 | Current: 1.90 | Status: LOW
22:14:16,34.67,0.59,NORMAL,22:14:16 | Temp: 34.67 | Current: 0.59 | Status: NORMAL
22:14:18,31.11,0.2,NORMAL,22:14:18 | Temp: 31.11 | Current: 0.20 | Status: NORMAL
22:14:20,27.12,1.63,LOW,22:14:20 | Temp: 27.12 | Current: 1.63 | Status: LOW
22:14:22,27.34,3.14,HIGH,22:14:22 | Temp: 27.34 | Current: 3.14 | Status: HIGH
22:14:24,30.42,0.9,NORMAL,22:14:24 | Temp: 30.42 | Current: 0.90 | Status: NORMAL
22:14:26,29.13,3.02,HIGH,22:14:26 | Temp: 29.13 | Current: 3.02 | Status: HIGH
22:14:28,34.73,0.7,NORMAL,22:14:28 | Temp: 34.73 | Current: 0.70 | Status: NORMAL
22:14:30,27.75,2.99,HIGH,22:14:30 | Temp: 27.75 | Current: 2.99 | Status: HIGH
22:14:32,26.54,3.47,HIGH,22:14:32 | Temp: 26.54 | Current: 3.47 | Status: HIGH
22:14:34,28.34,0.33,NORMAL,22:14:34 | Temp: 28.34 | Current: 0.33 | Status: NORMAL
22:14:36,36.94,1.04,LOW,22:14:36 | Temp: 36.94 | Current: 1.04 | Status: LOW
22:14:38,30.04,0.03,NORMAL,22:14:38 | Temp: 30.04 | Current: 0.03 | Status: NORMAL
22:14:40,37.36,1.03,LOW,22:14:40 | Temp: 37.36 | Current: 1.03 | Status: LOW
22:14:42,25.26,1.65,LOW,22:14:42 | Temp: 25.26 | Current: 1.65 | Status: LOW
22:14:44,25.02,0.9,NORMAL,22:14:44 | Temp: 25.02 | Current: 0.90 | Status: NORMAL
22:14:46,31.83,0.2,NORMAL,22:14:46 | Temp: 31.83 | Current: 0.20 | Status: NORMAL
22:14:48,26.15,0.72,NORMAL,22:14:48 | Temp: 26.15 | Current: 0.72 | Status: NORMAL
22:14:50,37.92,3.22,HIGH,22:14:50 | Temp: 37.92 | Current: 3.22 | Status: HIGH
22:14:52,36.46,0.56,NORMAL,22:14:52 | Temp: 36.46 | Current: 0.56 | Status: NORMAL
22:14:54,32.33,1.3,LOW,22:14:54 | Temp: 32.33 | Current: 1.30 | Status: LOW
22:14:56,35.88,0.25,NORMAL,22:14:56 | Temp: 35.88 | Current: 0.25 | Status: NORMAL
22:14:58,26.19,0.89,NORMAL,22:14:58 | Temp: 26.19 | Current: 0.89 | Status: NORMAL
22:15:00,28.44,0.14,NORMAL,22:15:00 | Temp: 28.44 | Current: 0.14 | Status: NORMAL
22:15:02,34.8,0.39,NORMAL,22:15:02 | Temp: 34.80 | Current: 0.39 | Status: NORMAL
22:15:04,36.08,0.29,NORMAL,22:15:04 | Temp: 36.08 | Current: 0.29 | Status: NORMAL
22:15:06,32.82,1.37,LOW,22:15:06 | Temp: 32.82 | Current: 1.37 | Status: LOW
